title,authors,num_authors,abstract,abstract_length,year,journal_ref,venue,reference_count,influential_citations,citations,citations_per_year,age_years,category,category_code,link,pdf_url,canonical_link,arxiv_id
Critical Behavior of Charge Density Waves Below Threshold: Numerical and Scaling Analysis,"Daniel S. Fisher, A. Alan Middleton",2,"The critical behavior of pinned charge density waves (CDW's) is studied as the threshold for sliding is approached. Using the Fukuyama-Lee-Rice Hamiltonian with relaxational dynamics, the polarization and linear response are calculated numerically. ... On the irreversible approach to threshold, the response due to avalanches triggered by local instabilities dominates the polarizability, which diverges in one and two dimensions. Characteristic diverging length scales are studied using finite-size scaling of the sample-to-sample variations of the threshold field in finite systems and finite-size effects in the linear polarizability and the irreversible polarization. A dominant diverging correlation length is found which controls the threshold field distribution, finite-size effects in the irreversible polarization, and a cutoff size for the avalanche size distribution. Our results are compared with those for related models and questions are raised concerning the relationship of the static critical behavior below threshold to the dynamic critical behavior in the sliding state above threshold.",1106,1992,,arXiv Condensed Matter Physics,0,0,0,0,33.5,Condensed Matter Physics,cond-mat,https://arxiv.org/abs/cond-mat/9207027v1,https://arxiv.org/pdf/cond-mat/9207027v1.pdf,http://arxiv.org/abs/cond-mat/9207027v1,cond-mat/9207027v1
Transport Properties of the Infinite Dimensional Hubbard Model,"Th. Pruschke, D. L. Cox, M. Jarrell",3,"Results for the optical conductivity and resistivity of the Hubbard model in infinite spatial dimensions are presented. At half filling we observe a gradual crossover from a normal Fermi-liquid with a Drude peak at $\omega=0$ in the optical conductivity to an insulator as a function of $U$ for temperatures above the antiferromagnetic phase transition. When doped, the ``insulator'' becomes a Fermi-liquid with a corresponding temperature dependence of the optical conductivity and resistivity. We find a $T^2$-coefficient in the low temperature resistivity which suggests that the carriers in the system acquire a considerable mass-enhancement due to the strong local correlations. At high temperatures, a crossover into a semi-metallic regime takes place.",758,1992,,arXiv Condensed Matter Physics,0,0,0,0,33.5,Condensed Matter Physics,cond-mat,https://arxiv.org/abs/cond-mat/9208002v1,https://arxiv.org/pdf/cond-mat/9208002v1.pdf,http://arxiv.org/abs/cond-mat/9208002v1,cond-mat/9208002v1
Complexity and criticality in Laplacian growth models,"F. Guinea, O. Pla, E. Louis",3,"We analyze the dynamical evolution of systems which obey simple growth laws, like diffusion limited aggregation or dielectric breakdown. We show that, if the developing patterns is sufficiently complex, a scale invariant noise spectrum is generated, in agreement with the hypothesis that the system is in a self organized critical state. The intrinsic noise generated in the evolution is shown to be independent of the (extrinsic) stochastic aspects of the growth. Instead, it is related to the complexity of the generated pattern.",531,1992,,arXiv Condensed Matter Physics,0,0,0,0,33.5,Condensed Matter Physics,cond-mat,https://arxiv.org/abs/cond-mat/9208003v1,https://arxiv.org/pdf/cond-mat/9208003v1.pdf,http://arxiv.org/abs/cond-mat/9208003v1,cond-mat/9208003v1
Topological Aspects of Spin and Statistics in Nonlinear Sigma Models,"John Baez, Micheal Ody, William Richter",3,"We study the purely topological restrictions on allowed spin and statistics of topological solitons in nonlinear sigma models. Taking as space the connected $d$-manifold $X$, and considering nonlinear sigma models with the connected manifold $M$ as target space, topological solitons are given by elements of $pi_d(M)$. Any topological soliton $\alpha \in \pi_d(M)$ determines a quotient $\Stat_n(X,\alpha)$ of the group of framed braids on $X$, such that choices of allowed statistics for solitons of type $\alpha$ are given by unitary representations of $\Stat_n(X,\alpha)$ when $n$ solitons are present. In particular, when $M = S^2$, as in the $O(3)$ nonlinear sigma model with Hopf term, and $\alpha \in \pi_2(S^2)$ is a generator, we compute that $\Stat_n(\R^2,\alpha) = \Z$, while $\Stat_n(S^2,\alpha) = \Z_{2n}$. It follows that phase $\exp(i\theta)$ for interchanging two solitons of type $\alpha$ on $S^2$ must satisfy the constraint $\theta = k\pi/n$, $k \in \Z$, when $n$ such solitons are present.",1010,1992,"J.Math.Phys.36:247-257,1995",arXiv Condensed Matter Physics,0,0,0,0,33.5,Condensed Matter Physics,cond-mat,https://arxiv.org/abs/cond-mat/9208005v1,https://arxiv.org/pdf/cond-mat/9208005v1.pdf,http://arxiv.org/abs/cond-mat/9208005v1,cond-mat/9208005v1
The Hubbard Model at Infinite Dimensions: Thermodynamic and Transport Properties,"Th. Pruschke, D. L. Cox, M. Jarrell",3,"We present results on thermodynamic quantities, resistivity and optical conductivity for the Hubbard model on a simple hypercubic lattice in infinite dimensions. Our results for the paramagnetic phase display the features expected from an intuitive analysis of the one-particle spectra and substantiate the similarity of the physics of the Hubbard model to those of heavy fermion systems. The calculations were performed using an approximate solution to the single-impurity Anderson model, which is the key quantity entering the solution of the Hubbard model in this limit. To establish the quality of this approximation we compare its results, together with those obtained from two other widely used methods, to essentially exact quantum Monte Carlo results.",759,1992,,arXiv Condensed Matter Physics,0,0,0,0,33.5,Condensed Matter Physics,cond-mat,https://arxiv.org/abs/cond-mat/9208006v1,https://arxiv.org/pdf/cond-mat/9208006v1.pdf,http://arxiv.org/abs/cond-mat/9208006v1,cond-mat/9208006v1
Selection Rules for Two Channel Kondo Models of U and Ce ions in Metals,D. L. Cox,1,"Symmetry based selection rules are developed providing minimal criteria for the existence of two-channel Kondo interactions between conduction electrons and the low energy degrees of freedom on U$^{4+}$ and Ce$^{3+}$ in a metal host, assuming that the underlying microscopics are regulated by the Anderson Hamiltonian. An additional dynamic selection rule is imposed on Ce$^{3+}$ ions. The selection rules restrict the two-channel quadrupolar Kondo effect to U$^{4+}$ ions in cubic, tetragonal, and hexagonal symmetry. For hexagonal and tetragonal symmetry, the Kondo effect for a U$^{4+}$ ion will always be quadrupolar. The selection rules for Ce$^{3+}$ ions restrict the two-channel magnetic Kondo effect to one of three possible doublet ionic ground states in hexagonal symmetry and the lone doublet ionic ground state in cubic symmetry. The dynamical selection rule apparently excludes two-channel Kondo behavior for Yb$^{3+}$ ions.",937,1992,,arXiv Condensed Matter Physics,0,0,0,0,33.5,Condensed Matter Physics,cond-mat,https://arxiv.org/abs/cond-mat/9208007v2,https://arxiv.org/pdf/cond-mat/9208007v2.pdf,http://arxiv.org/abs/cond-mat/9208007v2,cond-mat/9208007v2
Multiple jumps and vacancy diffusion in a face-centered cubic metal,"G. De Lorenzi, F. Ercolessi",2,"The diffusion of monovacancies in gold has been studied by computer simulation. Multiple jumps have been found to play a central role in the atomic dynamics at high temperature, and have been shown to be responsible for an upward curvature in the Arrhenius plot of the diffusion coefficient. Appropriate saddle points on the potential energy surface have been found, supporting the interpretation of vacancy multiple jumps as distinct migration mechanisms.",456,1992,"Europhys.Lett.20:349-356,1992",arXiv Condensed Matter Physics,0,0,0,0,33.5,Condensed Matter Physics,cond-mat,https://arxiv.org/abs/cond-mat/9208008v1,https://arxiv.org/pdf/cond-mat/9208008v1.pdf,http://arxiv.org/abs/cond-mat/9208008v1,cond-mat/9208008v1
Band Structure of the Fractional Quantum Hall Effect,"G. Dev, J. K. Jain",2,"The eigenstates of interacting electrons in the fractional quantum Hall phase typically form fairly well defined bands in the energy space. We show that the composite fermion theory gives insight into the origin of these bands and provides an accurate and complete microscopic description of the strongly correlated many-body states in the low-energy bands. Thus, somewhat like in Landau's fermi liquid theory, there is a one-to-one correspondence between the low energy Hilbert space of strongly interacting electrons in the fractinal quantum Hall regime and that of weakly interacting electrons in the integer quantum Hall regime.",632,1992,,arXiv Condensed Matter Physics,0,0,0,0,33.5,Condensed Matter Physics,cond-mat,https://arxiv.org/abs/cond-mat/9208009v1,https://arxiv.org/pdf/cond-mat/9208009v1.pdf,http://arxiv.org/abs/cond-mat/9208009v1,cond-mat/9208009v1
Dynamic Scaling of Coupled Nonequilibrium Interfaces,Albert-László Barabási,1,"We propose a simple discrete model to study the nonequilibrium fluctuations of two locally coupled 1+1 dimensional systems (interfaces). Measuring numerically the tilt-dependent velocity we construct a set of stochastic continuum equations describing the fluctuations in the model   The scaling predicted by the equations are studied analytically using dynamic renormalization group and compared with simulation results. When the coupling is symmetric, the well known KPZ exponents are recovered. If one of the systems is fluctuating independently, an increase in the roughness exponent is observed for the other one.",617,1992,,arXiv Condensed Matter Physics,0,0,0,0,33.5,Condensed Matter Physics,cond-mat,https://arxiv.org/abs/cond-mat/9208010v1,https://arxiv.org/pdf/cond-mat/9208010v1.pdf,http://arxiv.org/abs/cond-mat/9208010v1,cond-mat/9208010v1
Destructive quantum interference in spin tunneling problems,"Jan von Delft, Christopher L. Henley",2,"In some spin tunneling problems, there are several different but symmetry-related tunneling paths that connect the same initial and final configurations. The topological phase factors of the corresponding tunneling amplitudes can lead to destructive interference between the different paths, so that the total tunneling amplitude is zero. In the study of tunneling between different ground state configurations of the Kagom\'{e}-lattice quantum Heisenberg antiferromagnet, this occurs when the spin $s$ is half-odd-integer.",523,1992,,arXiv Condensed Matter Physics,0,0,0,0,33.5,Condensed Matter Physics,cond-mat,https://arxiv.org/abs/cond-mat/9208011v1,https://arxiv.org/pdf/cond-mat/9208011v1.pdf,http://arxiv.org/abs/cond-mat/9208011v1,cond-mat/9208011v1
Suppression of tunneling by interference in half-integer--spin particles,"Daniel Loss, David P. DiVincenzo, G. Grinstein",3,"Within a wide class of ferromagnetic and antiferromagnetic systems, quantum tunneling of magnetization direction is spin-parity dependent: it vanishes for magnetic particles with half-integer spin, but is allowed for integer spin. A coherent-state path integral calculation shows that this topological effect results from interference between tunneling paths.",359,1992,"Phys.Rev.Lett.69:3232-3235,1992",arXiv Condensed Matter Physics,0,0,0,0,33.5,Condensed Matter Physics,cond-mat,https://arxiv.org/abs/cond-mat/9208012v1,https://arxiv.org/pdf/cond-mat/9208012v1.pdf,http://arxiv.org/abs/cond-mat/9208012v1,cond-mat/9208012v1
